"Date","Region","Merchant category","Amount CHF","Number of transactions"
"2020-02-24","Central","Retail: Other goods",2823868.17,33319
"2020-02-24","Central","Transport services",352044.38,7886
"2020-02-24","Eastern","Accommodation",1851713.98,6591
"2020-02-24","Eastern","Food and beverage services",1077894.3,28846
"2020-02-24","Eastern","Other",1357034,9316
"2020-02-24","Eastern","Retail: Food, beverage, tobacco",6268649.44,153079
"2020-02-24","Eastern","Retail: Fuel stations",1444146.16,34011
"2020-02-24","Eastern","Retail: Other goods",4904157.04,51123
"2020-02-24","Eastern","Transport services",1410606.06,14974
"2020-02-24","Espace Mittelland","Accommodation",986665.73,6172
"2020-02-24","Espace Mittelland","Food and beverage services",1118395.5,36989
"2020-02-24","Espace Mittelland","Other",1314735.61,10860
"2020-02-24","Espace Mittelland","Retail: Food, beverage, tobacco",8973933.92,277502
"2020-02-24","Espace Mittelland","Retail: Fuel stations",2177483.05,52981
"2020-02-24","Espace Mittelland","Retail: Other goods",6655227.66,80406
"2020-02-24","Espace Mittelland","Transport services",529884.93,11528
"2020-02-24","Lake Geneva","Accommodation",2121438.01,10480
"2020-02-24","Lake Geneva","Food and beverage services",3026769.79,94300
"2020-02-24","Lake Geneva","Other",2796028.92,19649
"2020-02-24","Lake Geneva","Retail: Food, beverage, tobacco",10462869.7,294016
"2020-02-24","Lake Geneva","Retail: Fuel stations",2205956.09,59151
"2020-02-24","Lake Geneva","Retail: Other goods",9261238.85999999,97630
"2020-02-24","Lake Geneva","Transport services",1967653.85,40584
"2020-02-24","Northwestern","Accommodation",277559.74,2116
"2020-02-24","Northwestern","Food and beverage services",629668.210000001,24845
"2020-02-24","Northwestern","Other",1101976.26,11035
"2020-02-24","Northwestern","Retail: Food, beverage, tobacco",5226362.65,159916
"2020-02-24","Northwestern","Retail: Fuel stations",1242462.6,31848
"2020-02-24","Northwestern","Retail: Other goods",4316199.2,51377
"2020-02-24","Northwestern","Transport services",140916.92,9989
"2020-02-24","Ticino","Accommodation",185228.5,923
"2020-02-24","Ticino","Food and beverage services",220070.59,7328
"2020-02-24","Ticino","Other",674837.24,2322
"2020-02-24","Ticino","Retail: Food, beverage, tobacco",1508354.8,34045
"2020-02-24","Ticino","Retail: Fuel stations",705682.35,15711
"2020-02-24","Ticino","Retail: Other goods",1360201.72,15067
"2020-02-24","Ticino","Transport services",40134.3,1586
"2020-02-24","Zurich","Accommodation",801760.05,5186
"2020-02-24","Zurich","Food and beverage services",2713248.34,126233
"2020-02-24","Zurich","Other",2087396.63,17431
"2020-02-24","Zurich","Retail: Food, beverage, tobacco",10204884.33,383912
"2020-02-24","Zurich","Retail: Fuel stations",1325842.59,36216
"2020-02-24","Zurich","Retail: Other goods",8063103.39,92781
"2020-02-24","Zurich","Transport services",259013.65,12663
"2020-02-25","9999","Food and beverage services",5075.4,502
"2020-02-25","9999","Retail: Food, beverage, tobacco",951.3,25
"2020-02-25","9999","Retail: Fuel stations",27088.18,657
"2020-02-25","9999","Retail: Other goods",2632.6,35
"2020-02-25","Central","Accommodation",719243.09,4722
"2020-02-25","Central","Food and beverage services",731357.87,20717
"2020-02-25","Central","Other",891728,6436
"2020-02-25","Central","Retail: Food, beverage, tobacco",5124735.63,121254
"2020-02-25","Central","Retail: Fuel stations",1016777.75,23801
"2020-02-25","Central","Retail: Other goods",3879529.08,39723
"2020-02-25","Central","Transport services",187595.09,6727
"2020-02-25","Eastern","Accommodation",2012604.35,6503
"2020-02-25","Eastern","Food and beverage services",1163851.32,31220
"2020-02-25","Eastern","Other",1455459.38,10971
"2020-02-25","Eastern","Retail: Food, beverage, tobacco",7106836.52,162381
"2020-02-25","Eastern","Retail: Fuel stations",1643782.82,37878
"2020-02-25","Eastern","Retail: Other goods",6162526.34,60337
"2020-02-25","Eastern","Transport services",796784.05,12393
"2020-02-25","Espace Mittelland","Accommodation",961217.07,6094
"2020-02-25","Espace Mittelland","Food and beverage services",1385864.92,42830
"2020-02-25","Espace Mittelland","Other",1766377.69,14268
"2020-02-25","Espace Mittelland","Retail: Food, beverage, tobacco",10209691.82,289159
"2020-02-25","Espace Mittelland","Retail: Fuel stations",2376140.22,55740
"2020-02-25","Espace Mittelland","Retail: Other goods",7714647.25999999,90433
"2020-02-25","Espace Mittelland","Transport services",266237.73,10870
"2020-02-25","Lake Geneva","Accommodation",2341864.43,11173
"2020-02-25","Lake Geneva","Food and beverage services",3557652.75,103999
"2020-02-25","Lake Geneva","Other",3643368.37,23035
"2020-02-25","Lake Geneva","Retail: Food, beverage, tobacco",10970004.21,292007
"2020-02-25","Lake Geneva","Retail: Fuel stations",2317087.28,59860
"2020-02-25","Lake Geneva","Retail: Other goods",9949092.04,104433
"2020-02-25","Lake Geneva","Transport services",1108301.67,38590
"2020-02-25","Northwestern","Accommodation",304942.13,2506
"2020-02-25","Northwestern","Food and beverage services",818204.68,28863
"2020-02-25","Northwestern","Other",1479129.96,13884
"2020-02-25","Northwestern","Retail: Food, beverage, tobacco",6115742.91,168417
"2020-02-25","Northwestern","Retail: Fuel stations",1413840.54,34821
"2020-02-25","Northwestern","Retail: Other goods",5185087.56,56471
"2020-02-25","Northwestern","Transport services",150584.99,10765
"2020-02-25","Ticino","Accommodation",179217.38,929
"2020-02-25","Ticino","Food and beverage services",256363.24,7470
"2020-02-25","Ticino","Other",2288317.18,3165
"2020-02-25","Ticino","Retail: Food, beverage, tobacco",1322906.78,31408
"2020-02-25","Ticino","Retail: Fuel stations",734067.24,14722
"2020-02-25","Ticino","Retail: Other goods",1495376.64,14972
"2020-02-25","Ticino","Transport services",22825.09,1365
"2020-02-25","Zurich","Accommodation",858067.25,5709
"2020-02-25","Zurich","Food and beverage services",3260351.74,137869
"2020-02-25","Zurich","Other",2653455.15,20831
"2020-02-25","Zurich","Retail: Food, beverage, tobacco",10882707.35,385295
"2020-02-25","Zurich","Retail: Fuel stations",1463757.32,38062
"2020-02-25","Zurich","Retail: Other goods",9112780.2,99205
"2020-02-25","Zurich","Transport services",312212.27,14357
"2020-02-26","9999","Food and beverage services",6007.6,561
"2020-02-26","9999","Retail: Food, beverage, tobacco",1061.25,38
"2020-02-26","9999","Retail: Fuel stations",25189.55,654
"2020-02-26","9999","Retail: Other goods",4165.2,42
"2020-02-26","Central","Accommodation",720894.309999999,4349
"2020-02-26","Central","Food and beverage services",707838.79,21089
"2020-02-26","Central","Other",1098107.25,8265
"2020-02-26","Central","Retail: Food, beverage, tobacco",6032851.33,129212
"2020-02-26","Central","Retail: Fuel stations",1073334.2,24839
"2020-02-26","Central","Retail: Other goods",4953491.49,47617
"2020-02-26","Central","Transport services",118389.86,6688
"2020-02-26","Eastern","Accommodation",1932999.91,6187
"2020-02-26","Eastern","Food and beverage services",1160333.52,30151
"2020-02-26","Eastern","Other",1405526.62,11445
"2020-02-26","Eastern","Retail: Food, beverage, tobacco",7484861.54,163476
"2020-02-26","Eastern","Retail: Fuel stations",1640800.37,37504
"2020-02-26","Eastern","Retail: Other goods",5978644.4,60962
"2020-02-26","Eastern","Transport services",509539.85,9153
"2020-02-26","Espace Mittelland","Accommodation",1015825.47,6404
"2020-02-26","Espace Mittelland","Food and beverage services",1481325.87,43821
"2020-02-26","Espace Mittelland","Other",1810490.71,15017
"2020-02-26","Espace Mittelland","Retail: Food, beverage, tobacco",10505279.14,288167
"2020-02-26","Espace Mittelland","Retail: Fuel stations",2388890.64,56052
"2020-02-26","Espace Mittelland","Retail: Other goods",8004222.04,92954
"2020-02-26","Espace Mittelland","Transport services",194462.73,10326
"2020-02-26","Lake Geneva","Accommodation",2636312.5,11816
"2020-02-26","Lake Geneva","Food and beverage services",3502356.34,99114
"2020-02-26","Lake Geneva","Other",3713195.85,24331
"2020-02-26","Lake Geneva","Retail: Food, beverage, tobacco",11065714.47,287499
"2020-02-26","Lake Geneva","Retail: Fuel stations",2340973.25,59588
"2020-02-26","Lake Geneva","Retail: Other goods",10507053.33,109303
"2020-02-26","Lake Geneva","Transport services",719782.29,35764
"2020-02-26","Northwestern","Accommodation",396075.1,2801
"2020-02-26","Northwestern","Food and beverage services",894369.58,30228
"2020-02-26","Northwestern","Other",1549326.68,14645
"2020-02-26","Northwestern","Retail: Food, beverage, tobacco",6646408.25,172658
"2020-02-26","Northwestern","Retail: Fuel stations",1451706.64,35207
"2020-02-26","Northwestern","Retail: Other goods",5385479.4,60085
"2020-02-26","Northwestern","Transport services",145131.09,10567
"2020-02-26","Ticino","Accommodation",156109.95,869
"2020-02-26","Ticino","Food and beverage services",248277.84,7579
"2020-02-26","Ticino","Other",1208800.63,2765
"2020-02-26","Ticino","Retail: Food, beverage, tobacco",1208078.86,29239
"2020-02-26","Ticino","Retail: Fuel stations",641378.35,14040
"2020-02-26","Ticino","Retail: Other goods",1427136.9,13852
"2020-02-26","Ticino","Transport services",27130.81,1326
"2020-02-26","Zurich","Accommodation",939941.710000001,5948
"2020-02-26","Zurich","Food and beverage services",3498133.8,141678
"2020-02-26","Zurich","Other",2682803,20901
"2020-02-26","Zurich","Retail: Food, beverage, tobacco",11691900.03,387796
"2020-02-26","Zurich","Retail: Fuel stations",1514634.32,38854
"2020-02-26","Zurich","Retail: Other goods",9110466.01999999,101054
"2020-02-26","Zurich","Transport services",301370.95,15276
"2020-02-27","9999","Food and beverage services",6736.75,562
"2020-02-27","9999","Retail: Food, beverage, tobacco",2143.25,65
"2020-02-27","9999","Retail: Fuel stations",23510.99,615
"2020-02-27","9999","Retail: Other goods",3035.6,31
"2020-02-27","Central","Accommodation",740476.97,4791
"2020-02-27","Central","Food and beverage services",835040.27,24023
"2020-02-27","Central","Other",1148925.59,8691
"2020-02-27","Central","Retail: Food, beverage, tobacco",5906916.27,130358
"2020-02-27","Central","Retail: Fuel stations",1111455.89,25703
"2020-02-27","Central","Retail: Other goods",4618851.78,47320
"2020-02-27","Central","Transport services",185309.58,7905
"2020-02-27","Eastern","Accommodation",2376449.94,7635
"2020-02-27","Eastern","Food and beverage services",1302225.63,32144
"2020-02-27","Eastern","Other",1483343.02,11240
"2020-02-27","Eastern","Retail: Food, beverage, tobacco",7675435.66,164309
"2020-02-27","Eastern","Retail: Fuel stations",1663226.65,38489
"2020-02-27","Eastern","Retail: Other goods",6027671.28,60397
"2020-02-27","Eastern","Transport services",788511.86,11776
"2020-02-27","Espace Mittelland","Accommodation",1142717.19,6706
"2020-02-27","Espace Mittelland","Food and beverage services",1631623.31,47384
"2020-02-27","Espace Mittelland","Other",1787490.32,14813
"2020-02-27","Espace Mittelland","Retail: Food, beverage, tobacco",10977959.84,293686
"2020-02-27","Espace Mittelland","Retail: Fuel stations",2419186.16,56870
"2020-02-27","Espace Mittelland","Retail: Other goods",8345513.48,94156
"2020-02-27","Espace Mittelland","Transport services",326217.89,11818
"2020-02-27","Lake Geneva","Accommodation",2875016.55,12669
"2020-02-27","Lake Geneva","Food and beverage services",4018473.29,108482
"2020-02-27","Lake Geneva","Other",3558855,23053
"2020-02-27","Lake Geneva","Retail: Food, beverage, tobacco",11164289.51,288676
"2020-02-27","Lake Geneva","Retail: Fuel stations",2383552.34,60955
"2020-02-27","Lake Geneva","Retail: Other goods",10712819.28,104956
"2020-02-27","Lake Geneva","Transport services",1138017.46,39667
"2020-02-27","Northwestern","Accommodation",456246.28,2944
"2020-02-27","Northwestern","Food and beverage services",963816.32,32962
"2020-02-27","Northwestern","Other",1577774.6,14761
"2020-02-27","Northwestern","Retail: Food, beverage, tobacco",6676208.76000001,172276
"2020-02-27","Northwestern","Retail: Fuel stations",1455491.92,35842
"2020-02-27","Northwestern","Retail: Other goods",5460796.1,58350
"2020-02-27","Northwestern","Transport services",171578.22,11625
"2020-02-27","Ticino","Accommodation",133732.8,687
"2020-02-27","Ticino","Food and beverage services",286584.17,8251
"2020-02-27","Ticino","Other",1484234.54,3033
"2020-02-27","Ticino","Retail: Food, beverage, tobacco",1282111.92,31254
"2020-02-27","Ticino","Retail: Fuel stations",693491.27,14579
"2020-02-27","Ticino","Retail: Other goods",1487606.91,14792
"2020-02-27","Ticino","Transport services",28694.84,1384
"2020-02-27","Zurich","Accommodation",1114639.39,6545
"2020-02-27","Zurich","Food and beverage services",3807179.57,148431
"2020-02-27","Zurich","Other",2553024.02,20784
"2020-02-27","Zurich","Retail: Food, beverage, tobacco",11399733.07,384859
"2020-02-27","Zurich","Retail: Fuel stations",1509266.84,38978
"2020-02-27","Zurich","Retail: Other goods",9178530.75,99482
"2020-02-27","Zurich","Transport services",342911.9,15682
"2020-02-28","9999","Food and beverage services",7050.05,507
"2020-02-28","9999","Retail: Food, beverage, tobacco",2065.6,58
"2020-02-28","9999","Retail: Fuel stations",30536.67,804
"2020-02-28","9999","Retail: Other goods",6013.85,46
"2020-02-28","Central","Accommodation",1154672,6535
"2020-02-28","Central","Food and beverage services",1106384.39,26597
"2020-02-28","Central","Other",1306252.18,9558
"2020-02-28","Central","Retail: Food, beverage, tobacco",8662339.86,161236
"2020-02-28","Central","Retail: Fuel stations",1286141.5,29862
"2020-02-28","Central","Retail: Other goods",5500160.83,55937
"2020-02-28","Central","Transport services",359934.94,10330
"2020-02-28","Eastern","Accommodation",4343410.39,10683
"2020-02-28","Eastern","Food and beverage services",1867086.82,39093
"2020-02-28","Eastern","Other",1678749.04,12375
"2020-02-28","Eastern","Retail: Food, beverage, tobacco",10784599.83,198640
"2020-02-28","Eastern","Retail: Fuel stations",2039725.64,46897
"2020-02-28","Eastern","Retail: Other goods",7025223.78,68597
"2020-02-28","Eastern","Transport services",1302150.26,17796
"2020-02-28","Espace Mittelland","Accommodation",1799048.98,8248
"2020-02-28","Espace Mittelland","Food and beverage services",2236741.16,52832
"2020-02-28","Espace Mittelland","Other",2016998.29,16735
"2020-02-28","Espace Mittelland","Retail: Food, beverage, tobacco",17186972.42,361657
"2020-02-28","Espace Mittelland","Retail: Fuel stations",2928501.34,68213
"2020-02-28","Espace Mittelland","Retail: Other goods",9881806.04,111899
"2020-02-28","Espace Mittelland","Transport services",494188.1,14029
"2020-02-28","Lake Geneva","Accommodation",4026798.03,15183
"2020-02-28","Lake Geneva","Food and beverage services",5152949.09,124950
"2020-02-28","Lake Geneva","Other",4141849.14,26643
"2020-02-28","Lake Geneva","Retail: Food, beverage, tobacco",16131355.41,348311
"2020-02-28","Lake Geneva","Retail: Fuel stations",2925623.36,72581
"2020-02-28","Lake Geneva","Retail: Other goods",13472474.39,130588
"2020-02-28","Lake Geneva","Transport services",1764170.3,47409
"2020-02-28","Northwestern","Accommodation",627578.84,3115
"2020-02-28","Northwestern","Food and beverage services",1167220.28,32984
"2020-02-28","Northwestern","Other",1726210.64,15926
"2020-02-28","Northwestern","Retail: Food, beverage, tobacco",9974699.98000001,208867
"2020-02-28","Northwestern","Retail: Fuel stations",1716263.95,41876
"2020-02-28","Northwestern","Retail: Other goods",6390648.69,68860
"2020-02-28","Northwestern","Transport services",177430,11590
"2020-02-28","Ticino","Accommodation",146990.42,732
"2020-02-28","Ticino","Food and beverage services",363276.02,9421
"2020-02-28","Ticino","Other",1853344.47,3285
"2020-02-28","Ticino","Retail: Food, beverage, tobacco",1395834.38,31820
"2020-02-28","Ticino","Retail: Fuel stations",778399.9,16610
"2020-02-28","Ticino","Retail: Other goods",1475284.91,14075
"2020-02-28","Ticino","Transport services",37960.1,1638
"2020-02-28","Zurich","Accommodation",1292056.12,7153
"2020-02-28","Zurich","Food and beverage services",4621922.78,152110
"2020-02-28","Zurich","Other",3074829.94,24780
