"Date","Channel","Merchant category","Amount CHF","Number of transactions"
"2020-03-29","E-comm","Retail: Other goods",13759068.29,82102
"2020-03-29","POS","Retail: Food, beverage, tobacco",3623105.38,164703
"2020-03-29","POS","Retail: Other goods",309699.21,6546
"2020-03-30","All","Accommodation",521309.2,1649
"2020-03-30","All","Entertainment and sports",417528.52,4836
"2020-03-30","All","Food and beverage services",854786.69,37035
"2020-03-30","All","Human health services",463329.87,4121
"2020-03-30","All","Motor vehicles",770619.37,3287
"2020-03-30","All","Other",1010001.99,7928
"2020-03-30","All","Personal services",79591.96,975
"2020-03-30","All","Professional services",3339694.63,30191
"2020-03-30","All","Retail: Fuel stations",6757148.96,212206
"2020-03-30","All","Transport services",1538896.63,32770
"2020-03-30","E-comm","Retail: Food, beverage, tobacco",2704632.15,20305
"2020-03-30","E-comm","Retail: Other goods",15706004.49,104605
"2020-03-30","POS","Retail: Food, beverage, tobacco",57453738.0099999,1217035
"2020-03-30","POS","Retail: Other goods",10991078.29,168000
"2020-03-31","All","Accommodation",439335.26,2059
"2020-03-31","All","Entertainment and sports",432249.44,5117
"2020-03-31","All","Food and beverage services",1059054.22,42160
"2020-03-31","All","Human health services",519078.08,4271
"2020-03-31","All","Motor vehicles",1036543.34,4955
"2020-03-31","All","Other",1169608.84,8751
"2020-03-31","All","Personal services",115128.02,1129
"2020-03-31","All","Professional services",3000128.35,27430
"2020-03-31","All","Retail: Fuel stations",7454922.57,234659
"2020-03-31","All","Transport services",1696852.34,33177
"2020-03-31","E-comm","Retail: Food, beverage, tobacco",2729633.49,20642
"2020-03-31","E-comm","Retail: Other goods",15257491.76,93094
"2020-03-31","POS","Retail: Food, beverage, tobacco",61706765.88,1267875
"2020-03-31","POS","Retail: Other goods",11844816.31,169017
"2020-04-01","All","Accommodation",487948.37,2204
"2020-04-01","All","Entertainment and sports",935163.44,9282
"2020-04-01","All","Food and beverage services",1157477.74,45407
"2020-04-01","All","Human health services",478832.21,4607
"2020-04-01","All","Motor vehicles",1194519.76,5653
"2020-04-01","All","Other",1238567.33,8992
"2020-04-01","All","Personal services",97713.82,1365
"2020-04-01","All","Professional services",3499155.34,32468
"2020-04-01","All","Retail: Fuel stations",7577497.70999999,243304
"2020-04-01","All","Transport services",1733969.87,34560
"2020-04-01","E-comm","Retail: Food, beverage, tobacco",2237315.44,18232
"2020-04-01","E-comm","Retail: Other goods",14571480.59,93406
"2020-04-01","POS","Retail: Food, beverage, tobacco",61104902.3599999,1269948
"2020-04-01","POS","Retail: Other goods",12257633.62,167950
"2020-04-02","All","Accommodation",484855.74,2238
"2020-04-02","All","Entertainment and sports",600541.3,6570
"2020-04-02","All","Food and beverage services",1263089.08,47255
"2020-04-02","All","Human health services",506937.15,4218
"2020-04-02","All","Motor vehicles",1270780.76,5901
"2020-04-02","All","Other",1110162.01,8677
"2020-04-02","All","Personal services",77235.32,1104
"2020-04-02","All","Professional services",3269785.22,28855
"2020-04-02","All","Retail: Fuel stations",7693822.95,249634
"2020-04-02","All","Transport services",2011055.65,33890
"2020-04-02","E-comm","Retail: Food, beverage, tobacco",2354560.19,17597
"2020-04-02","E-comm","Retail: Other goods",14277089.61,98216
"2020-04-02","POS","Retail: Food, beverage, tobacco",67651169.6999999,1316952
"2020-04-02","POS","Retail: Other goods",12019783.27,171233
"2020-04-03","All","Accommodation",768847.13,2739
"2020-04-03","All","Entertainment and sports",576037.64,7478
"2020-04-03","All","Food and beverage services",1671264.12,54403
"2020-04-03","All","Human health services",657823.49,4339
"2020-04-03","All","Motor vehicles",1648728.42,7578
"2020-04-03","All","Other",1029661.15,9263
"2020-04-03","All","Personal services",97469.78,1353
"2020-04-03","All","Professional services",2970580.65,27562
"2020-04-03","All","Retail: Fuel stations",9022827.89000001,283439
"2020-04-03","All","Transport services",2355417.85,38016
"2020-04-03","E-comm","Retail: Food, beverage, tobacco",2192995.43,17351
"2020-04-03","E-comm","Retail: Other goods",13131888.65,82272
"2020-04-03","POS","Retail: Food, beverage, tobacco",96679586.6400001,1645799
"2020-04-03","POS","Retail: Other goods",14773743.99,206266
"2020-04-04","All","Accommodation",335022.37,2237
"2020-04-04","All","Entertainment and sports",528304.5,6671
"2020-04-04","All","Food and beverage services",1203319.38,31878
"2020-04-04","All","Human health services",305540.16,2072
"2020-04-04","All","Motor vehicles",555341.3,4733
"2020-04-04","All","Other",884867.97,9185
"2020-04-04","All","Personal services",58722.05,980
"2020-04-04","All","Professional services",1469456.28,16509
"2020-04-04","All","Retail: Fuel stations",8824709.40000001,273831
"2020-04-04","All","Transport services",2517337.3,33593
"2020-04-04","E-comm","Retail: Food, beverage, tobacco",1464419.64,12712
"2020-04-04","E-comm","Retail: Other goods",10545714.38,63636
"2020-04-04","POS","Retail: Food, beverage, tobacco",92249878.4700001,1581314
"2020-04-04","POS","Retail: Other goods",11915820.5,191955
"2020-04-05","All","Accommodation",151227.9,1171
"2020-04-05","All","Entertainment and sports",438924.88,5380
"2020-04-05","All","Food and beverage services",811773.8,23792
"2020-04-05","All","Human health services",83946.2,1123
"2020-04-05","All","Motor vehicles",66652.87,1513
"2020-04-05","All","Other",550534.79,5539
"2020-04-05","All","Personal services",45135.16,808
"2020-04-05","All","Professional services",1378221.65,22010
"2020-04-05","All","Retail: Fuel stations",8311517.94000001,307332
"2020-04-05","All","Transport services",4760228.1,30374
"2020-04-05","E-comm","Retail: Food, beverage, tobacco",1284842.21,11747
"2020-04-05","E-comm","Retail: Other goods",14583977.14,86427
"2020-04-05","POS","Retail: Food, beverage, tobacco",4442802.49,217326
"2020-04-05","POS","Retail: Other goods",291582.31,7239
"2020-04-06","All","Accommodation",368058.3,1729
"2020-04-06","All","Entertainment and sports",459535.06,5151
"2020-04-06","All","Food and beverage services",963303.86,40696
"2020-04-06","All","Human health services",472194.48,4385
"2020-04-06","All","Motor vehicles",1253000.11,6676
"2020-04-06","All","Other",1107979.67,9078
"2020-04-06","All","Personal services",99025.27,1310
"2020-04-06","All","Professional services",4545478.82,43169
"2020-04-06","All","Retail: Fuel stations",7819829.18999999,259488
"2020-04-06","All","Transport services",2888503.12,37092
"2020-04-06","E-comm","Retail: Food, beverage, tobacco",2855324.81,21378
"2020-04-06","E-comm","Retail: Other goods",17610154.68,111705
"2020-04-06","POS","Retail: Food, beverage, tobacco",65781746.4700002,1378274
"2020-04-06","POS","Retail: Other goods",12718337.66,195596
"2020-04-07","All","Accommodation",459226.61,2242
"2020-04-07","All","Entertainment and sports",504263.45,6272
"2020-04-07","All","Food and beverage services",1158581.61,45913
"2020-04-07","All","Human health services",538756.81,4703
"2020-04-07","All","Motor vehicles",1640409.76,7518
"2020-04-07","All","Other",983437.47,9127
"2020-04-07","All","Personal services",88855.11,1068
"2020-04-07","All","Professional services",4057293,37527
"2020-04-07","All","Retail: Fuel stations",8107273.03999999,268638
"2020-04-07","All","Transport services",870798.61,34570
"2020-04-07","E-comm","Retail: Food, beverage, tobacco",2730025.22,20624
"2020-04-07","E-comm","Retail: Other goods",15694560.68,94649
"2020-04-07","POS","Retail: Food, beverage, tobacco",79930931.3000003,1473501
"2020-04-07","POS","Retail: Other goods",13534496.19,199378
"2020-04-08","All","Accommodation",465479.75,2495
"2020-04-08","All","Entertainment and sports",490549.34,6324
"2020-04-08","All","Food and beverage services",1289792.1,49005
"2020-04-08","All","Human health services",540526.31,4723
"2020-04-08","All","Motor vehicles",1905600.33,8521
"2020-04-08","All","Other",1017036.88,9365
"2020-04-08","All","Personal services",96032.76,1455
"2020-04-08","All","Professional services",4794637.90999999,39292
"2020-04-08","All","Retail: Fuel stations",8663509.43999999,282623
"2020-04-08","All","Transport services",747481.39,37208
"2020-04-08","E-comm","Retail: Food, beverage, tobacco",2080854.26,16704
"2020-04-08","E-comm","Retail: Other goods",14609667.8,100522
"2020-04-08","POS","Retail: Food, beverage, tobacco",104650827.34,1703371
"2020-04-08","POS","Retail: Other goods",14801461.83,218752
"2020-04-09","All","Accommodation",491393.54,2952
"2020-04-09","All","Entertainment and sports",502606.66,5980
"2020-04-09","All","Food and beverage services",1562327.96,53740
"2020-04-09","All","Human health services",650044.32,4676
"2020-04-09","All","Motor vehicles",2118814.65,9006
"2020-04-09","All","Other",1027497.08,10389
"2020-04-09","All","Personal services",102766.58,1452
"2020-04-09","All","Professional services",4316523.46,40536
"2020-04-09","All","Retail: Fuel stations",10055812.21,320024
"2020-04-09","All","Transport services",664731.65,41094
"2020-04-09","E-comm","Retail: Food, beverage, tobacco",2818006.7,18692
"2020-04-09","E-comm","Retail: Other goods",11858460.75,73562
"2020-04-09","POS","Retail: Food, beverage, tobacco",118893055.11,1967576
"2020-04-09","POS","Retail: Other goods",15669975.91,229014
"2020-04-10","All","Accommodation",439811.32,1745
"2020-04-10","All","Entertainment and sports",452087.26,5565
"2020-04-10","All","Food and beverage services",1007589.12,27544
"2020-04-10","All","Human health services",134331.56,1421
"2020-04-10","All","Motor vehicles",157968.96,1194
"2020-04-10","All","Other",503147.14,5598
"2020-04-10","All","Personal services",56816.87,690
"2020-04-10","All","Professional services",1721281.96,17636
"2020-04-10","All","Retail: Fuel stations",9345681.11999999,333093
"2020-04-10","All","Transport services",588461.91,29128
"2020-04-10","E-comm","Retail: Food, beverage, tobacco",909568.100000001,9587
"2020-04-10","E-comm","Retail: Other goods",10892478.44,64095
"2020-04-10","POS","Retail: Food, beverage, tobacco",12549945.55,328507
"2020-04-10","POS","Retail: Other goods",1435827.47,22297
"2020-04-11","All","Accommodation",374344.14,2721
"2020-04-11","All","Entertainment and sports",469183.04,6314
"2020-04-11","All","Food and beverage services",1196218.22,31830
"2020-04-11","All","Human health services",281936.14,2102
"2020-04-11","All","Motor vehicles",436327.08,3885
"2020-04-11","All","Other",803635.48,9176
"2020-04-11","All","Personal services",60219.75,915
"2020-04-11","All","Professional services",1415726.53,16929
"2020-04-11","All","Retail: Fuel stations",9838611.36000001,307814
"2020-04-11","All","Transport services",488716.21,35751
"2020-04-11","E-comm","Retail: Food, beverage, tobacco",1305591.44,11392
"2020-04-11","E-comm","Retail: Other goods",9651430.20000002,58268
"2020-04-11","POS","Retail: Food, beverage, tobacco",112486172.42,1962151
"2020-04-11","POS","Retail: Other goods",13245990.63,231199
"2020-04-12","All","Accommodation",201961.37,1438
"2020-04-12","All","Entertainment and sports",412672.01,5163
"2020-04-12","All","Food and beverage services",816261.610000001,21415
"2020-04-12","All","Human health services",82665.3,1057
"2020-04-12","All","Motor vehicles",43604.21,763
"2020-04-12","All","Other",379183.52,4634
"2020-04-12","All","Personal services",38074.66,594
"2020-04-12","All","Professional services",1032745.23,12772
"2020-04-12","All","Retail: Fuel stations",7928963.87,292984
"2020-04-12","All","Transport services",782294.46,27184
"2020-04-12","E-comm","Retail: Food, beverage, tobacco",818963.950000001,7034
"2020-04-12","E-comm","Retail: Other goods",9465116.82000001,59561
"2020-04-12","POS","Retail: Food, beverage, tobacco",4251101.56,207170
"2020-04-12","POS","Retail: Other goods",282747.8,7475
"2020-04-13","All","Accommodation",231458.7,1261
"2020-04-13","All","Entertainment and sports",351100.76,4207
"2020-04-13","All","Food and beverage services",864751.71,25710
"2020-04-13","All","Human health services",129550.56,1380
"2020-04-13","All","Motor vehicles",81141.22,1240
"2020-04-13","All","Other",775557.4,5876
"2020-04-13","All","Personal services",53530.13,764
"2020-04-13","All","Professional services",1642447.95,15549
"2020-04-13","All","Retail: Fuel stations",8903220.67000001,328162
"2020-04-13","All","Transport services",631339.94,27602
"2020-04-13","E-comm","Retail: Food, beverage, tobacco",1064715.85,9792
"2020-04-13","E-comm","Retail: Other goods",13305548.99,78126
"2020-04-13","POS","Retail: Food, beverage, tobacco",6551582.31999999,259309
"2020-04-13","POS","Retail: Other goods",640405.06,13698
"2020-04-14","All","Accommodation",442260.81,2021
"2020-04-14","All","Entertainment and sports",425958.02,5659
"2020-04-14","All","Food and beverage services",1095326.54,44763
"2020-04-14","All","Human health services",572826.54,4972
"2020-04-14","All","Motor vehicles",1740423.1,8841
"2020-04-14","All","Other",1028996.72,9562
"2020-04-14","All","Personal services",122863.27,1634
"2020-04-14","All","Professional services",3660557.59,34251
"2020-04-14","All","Retail: Fuel stations",8341680.50000001,266551
"2020-04-14","All","Transport services",879602.58,38859
"2020-04-14","E-comm","Retail: Food, beverage, tobacco",2432571.59,17913
"2020-04-14","E-comm","Retail: Other goods",16081662.93,107421
"2020-04-14","POS","Retail: Food, beverage, tobacco",73081896.4800001,1527584
"2020-04-14","POS","Retail: Other goods",13369310.93,218127
"2020-04-15","All","Accommodation",420983.29,2353
"2020-04-15","All","Entertainment and sports",532845.07,7156
"2020-04-15","All","Food and beverage services",1267266.22,48719
"2020-04-15","All","Human health services",553480.86,4578
"2020-04-15","All","Motor vehicles",2206913.21,9723
"2020-04-15","All","Other",930863.39,9818
"2020-04-15","All","Personal services",100787.38,1483
"2020-04-15","All","Professional services",3237049,29541
"2020-04-15","All","Retail: Fuel stations",8249900.59,270521
"2020-04-15","All","Transport services",745951.69,39518
"2020-04-15","E-comm","Retail: Food, beverage, tobacco",2163354.66,16317
"2020-04-15","E-comm","Retail: Other goods",15493451.83,95948
"2020-04-15","POS","Retail: Food, beverage, tobacco",67856265.8699999,1395981
"2020-04-15","POS","Retail: Other goods",12236817.7,191454
"2020-04-16","All","Accommodation",399320.32,2433
"2020-04-16","All","Entertainment and sports",521194.28,6671
"2020-04-16","All","Food and beverage services",1423640.07,52716
"2020-04-16","All","Human health services",516913.91,4527
"2020-04-16","All","Motor vehicles",2322571.13,9668
"2020-04-16","All","Other",845444.61,9394
"2020-04-16","All","Personal services",104709.69,1215
"2020-04-16","All","Professional services",4812025.88,35881
"2020-04-16","All","Retail: Fuel stations",8352870.35999999,278459
"2020-04-16","All","Transport services",803671.19,39893
"2020-04-16","E-comm","Retail: Food, beverage, tobacco",2089488.63,15618
