"Date","Payment method","Merchant category","Amount CHF","Number of transactions"
"2020-01-22","Debit","Retail: Fuel stations",8241046.43999999,196954
"2020-01-22","Debit","Retail: Other goods",26317159.72,334413
"2020-01-22","Debit","Transport services",952144.48,48486
"2020-01-22","Mobile","Accommodation",5132.8,157
"2020-01-22","Mobile","Food and beverage services",110359.61,6915
"2020-01-22","Mobile","Other",271944.71,3318
"2020-01-22","Mobile","Professional services",80977.21,1071
"2020-01-22","Mobile","Retail: Food, beverage, tobacco",292636.42,11487
"2020-01-22","Mobile","Retail: Fuel stations",15693.74,686
"2020-01-22","Mobile","Retail: Other goods",1884459.81,6063
"2020-01-22","Mobile","Transport services",329007.05,21146
"2020-01-23","Credit","Accommodation",7802359.61000001,28038
"2020-01-23","Credit","Food and beverage services",6118939.01000002,147205
"2020-01-23","Credit","Other",5557555.29,37396
"2020-01-23","Credit","Professional services",4106425.49999999,27812
"2020-01-23","Credit","Retail: Food, beverage, tobacco",10825400.62,319316
"2020-01-23","Credit","Retail: Fuel stations",3320457.01999999,67932
"2020-01-23","Credit","Retail: Other goods",21042051.0399999,147379
"2020-01-23","Credit","Transport services",4477396.69000001,192481
"2020-01-23","Debit","Accommodation",1251878.78,13031
"2020-01-23","Debit","Food and beverage services",5974394.93,227822
"2020-01-23","Debit","Other",5752933.34,43607
"2020-01-23","Debit","Professional services",1796822.27,15997
"2020-01-23","Debit","Retail: Food, beverage, tobacco",30958368.13,977046
"2020-01-23","Debit","Retail: Fuel stations",8428875.52,201490
"2020-01-23","Debit","Retail: Other goods",26374981.7,326365
"2020-01-23","Debit","Transport services",1034484.81,49495
"2020-01-23","Mobile","Accommodation",11738.89,174
"2020-01-23","Mobile","Food and beverage services",120175.78,7197
"2020-01-23","Mobile","Other",298095.26,3540
"2020-01-23","Mobile","Professional services",67167.08,1110
"2020-01-23","Mobile","Retail: Food, beverage, tobacco",287211.29,11638
"2020-01-23","Mobile","Retail: Fuel stations",19806.55,746
"2020-01-23","Mobile","Retail: Other goods",1473819.32,5792
"2020-01-23","Mobile","Transport services",320365.5,21839
"2020-01-24","Credit","Accommodation",8852408.26000002,30339
"2020-01-24","Credit","Food and beverage services",7269968.14000002,151705
"2020-01-24","Credit","Other",6019729.53,40591
"2020-01-24","Credit","Professional services",4242621.42999999,29006
"2020-01-24","Credit","Retail: Food, beverage, tobacco",14883864.78,351393
"2020-01-24","Credit","Retail: Fuel stations",3688216.41999999,73076
"2020-01-24","Credit","Retail: Other goods",24280443.9199998,157722
"2020-01-24","Credit","Transport services",4852811.52000001,210696
"2020-01-24","Debit","Accommodation",2047620.02,17564
"2020-01-24","Debit","Food and beverage services",8679522.76000001,271207
"2020-01-24","Debit","Other",9381566.69,59939
"2020-01-24","Debit","Professional services",2428847.94,19999
"2020-01-24","Debit","Retail: Food, beverage, tobacco",49160288.83,1218173
"2020-01-24","Debit","Retail: Fuel stations",11075309.86,250105
"2020-01-24","Debit","Retail: Other goods",35179376.0800001,422445
"2020-01-24","Debit","Transport services",1335230.36,56823
"2020-01-24","Mobile","Accommodation",13689.6,173
"2020-01-24","Mobile","Food and beverage services",154876.6,7548
"2020-01-24","Mobile","Other",499171.7,5185
"2020-01-24","Mobile","Professional services",89338.98,1235
"2020-01-24","Mobile","Retail: Food, beverage, tobacco",418132.6,13087
"2020-01-24","Mobile","Retail: Fuel stations",22873.2,829
"2020-01-24","Mobile","Retail: Other goods",1582383.98,6755
"2020-01-24","Mobile","Transport services",457172.01,27787
"2020-01-25","Credit","Accommodation",7322317.31,29619
"2020-01-25","Credit","Food and beverage services",7312520.36,117449
"2020-01-25","Credit","Other",4843309.77,42993
"2020-01-25","Credit","Professional services",2690102.66,24174
"2020-01-25","Credit","Retail: Food, beverage, tobacco",18000934.29,357575
"2020-01-25","Credit","Retail: Fuel stations",3452571.8,66336
"2020-01-25","Credit","Retail: Other goods",32648072.2899997,206088
"2020-01-25","Credit","Transport services",5198427.33,195306
"2020-01-25","Debit","Accommodation",2680639.94,22662
"2020-01-25","Debit","Food and beverage services",9205959.13999999,207873
"2020-01-25","Debit","Other",6490619,64973
"2020-01-25","Debit","Professional services",1731272.48,17485
"2020-01-25","Debit","Retail: Food, beverage, tobacco",61464982.74,1230807
"2020-01-25","Debit","Retail: Fuel stations",10640889.16,230654
"2020-01-25","Debit","Retail: Other goods",53435660.17,593796
"2020-01-25","Debit","Transport services",3107987,75336
"2020-01-25","Mobile","Accommodation",19666.13,223
"2020-01-25","Mobile","Food and beverage services",107491.66,3308
"2020-01-25","Mobile","Other",404489.06,4661
"2020-01-25","Mobile","Professional services",65938.21,788
"2020-01-25","Mobile","Retail: Food, beverage, tobacco",536246.26,12006
"2020-01-25","Mobile","Retail: Fuel stations",22352.78,698
"2020-01-25","Mobile","Retail: Other goods",1582844.62,7098
"2020-01-25","Mobile","Transport services",433665.45,26868
"2020-01-26","Credit","Accommodation",8209934.30999998,27749
"2020-01-26","Credit","Food and beverage services",4579399.59,82398
"2020-01-26","Credit","Other",3386301.8,32253
"2020-01-26","Credit","Professional services",2256814.17,20899
"2020-01-26","Credit","Retail: Food, beverage, tobacco",1997722.95,77603
"2020-01-26","Credit","Retail: Fuel stations",2865151.83,61987
"2020-01-26","Credit","Retail: Other goods",10006143.61,53757
"2020-01-26","Credit","Transport services",5059518.50000001,150067
"2020-01-26","Debit","Accommodation",2655948.97,19844
"2020-01-26","Debit","Food and beverage services",5434330.03,123801
"2020-01-26","Debit","Other",1953653.26,36239
"2020-01-26","Debit","Professional services",513554.53,5809
"2020-01-26","Debit","Retail: Food, beverage, tobacco",4160996.94,200345
"2020-01-26","Debit","Retail: Fuel stations",8756591.6,218525
"2020-01-26","Debit","Retail: Other goods",2492315.19,34353
"2020-01-26","Debit","Transport services",2439535.73,48081
"2020-01-26","Mobile","Accommodation",21996.3,167
"2020-01-26","Mobile","Food and beverage services",90985.67,2368
"2020-01-26","Mobile","Other",386768.84,3781
"2020-01-26","Mobile","Professional services",77098.82,887
"2020-01-26","Mobile","Retail: Food, beverage, tobacco",99405,3025
"2020-01-26","Mobile","Retail: Fuel stations",21237.48,834
"2020-01-26","Mobile","Retail: Other goods",1433957.56,5507
"2020-01-26","Mobile","Transport services",411935.8,17774
"2020-01-27","Credit","Accommodation",5579290.04,21420
"2020-01-27","Credit","Food and beverage services",4013230.87,119923
"2020-01-27","Credit","Other",7460606.70000001,34328
"2020-01-27","Credit","Professional services",4733829.88000001,31301
"2020-01-27","Credit","Retail: Food, beverage, tobacco",10365889.51,307492
"2020-01-27","Credit","Retail: Fuel stations",2888763.63,58888
"2020-01-27","Credit","Retail: Other goods",22232686.9899999,145957
"2020-01-27","Credit","Transport services",4414721.64000001,168592
"2020-01-27","Debit","Accommodation",1004112.44,10922
"2020-01-27","Debit","Food and beverage services",4414392.55,193756
"2020-01-27","Debit","Other",6091856.56,37173
"2020-01-27","Debit","Professional services",2358192.3,19275
"2020-01-27","Debit","Retail: Food, beverage, tobacco",34012422.0900001,1066391
"2020-01-27","Debit","Retail: Fuel stations",8712886.81000001,205670
"2020-01-27","Debit","Retail: Other goods",28026229.86,345773
"2020-01-27","Debit","Transport services",1427741.09,48785
"2020-01-27","Mobile","Accommodation",14596.75,159
"2020-01-27","Mobile","Food and beverage services",109891.42,6839
"2020-01-27","Mobile","Other",456839.19,4383
"2020-01-27","Mobile","Professional services",92838.5,1269
"2020-01-27","Mobile","Retail: Food, beverage, tobacco",329579.88,12983
"2020-01-27","Mobile","Retail: Fuel stations",20007.72,812
"2020-01-27","Mobile","Retail: Other goods",1820130.83,7089
"2020-01-27","Mobile","Transport services",430674.97,22440
"2020-01-28","Credit","Accommodation",5711254.82,22050
"2020-01-28","Credit","Food and beverage services",4777023.79000002,126391
"2020-01-28","Credit","Other",6529296.48,34795
"2020-01-28","Credit","Professional services",4636132.41,35606
"2020-01-28","Credit","Retail: Food, beverage, tobacco",9690118.32,288658
"2020-01-28","Credit","Retail: Fuel stations",2767696.4,56777
"2020-01-28","Credit","Retail: Other goods",21842619.2799999,131516
"2020-01-28","Credit","Transport services",3746667.41,176769
"2020-01-28","Debit","Accommodation",1020620.12,11341
"2020-01-28","Debit","Food and beverage services",5221598.86000001,211694
"2020-01-28","Debit","Other",6811010.06,45835
"2020-01-28","Debit","Professional services",1972908.9,17140
"2020-01-28","Debit","Retail: Food, beverage, tobacco",31308609.0599999,996329
"2020-01-28","Debit","Retail: Fuel stations",8234754.95999999,199202
"2020-01-28","Debit","Retail: Other goods",26761429.54,323696
"2020-01-28","Debit","Transport services",710671.53,45015
"2020-01-28","Mobile","Accommodation",8149.05,135
"2020-01-28","Mobile","Food and beverage services",86640.41,5098
"2020-01-28","Mobile","Other",387603.06,3861
"2020-01-28","Mobile","Professional services",76559.34,1071
"2020-01-28","Mobile","Retail: Food, beverage, tobacco",271690.68,10402
"2020-01-28","Mobile","Retail: Fuel stations",16564.75,715
"2020-01-28","Mobile","Retail: Other goods",2415956.27,6712
"2020-01-28","Mobile","Transport services",356090.65,21562
"2020-01-29","Credit","Accommodation",6782720.35,24073
"2020-01-29","Credit","Food and beverage services",5442933.31000001,134172
"2020-01-29","Credit","Other",6611246.78,37034
"2020-01-29","Credit","Professional services",4268374.08,30340
"2020-01-29","Credit","Retail: Food, beverage, tobacco",10200893.43,298476
"2020-01-29","Credit","Retail: Fuel stations",3010187.17,60789
"2020-01-29","Credit","Retail: Other goods",23440462.1699998,142270
"2020-01-29","Credit","Transport services",3921173.37000001,178053
"2020-01-29","Debit","Accommodation",1319586.78,12831
"2020-01-29","Debit","Food and beverage services",5799727.41000001,219595
"2020-01-29","Debit","Other",6620736.92,48569
"2020-01-29","Debit","Professional services",2142219.94,18935
"2020-01-29","Debit","Retail: Food, beverage, tobacco",32817329.38,1028559
"2020-01-29","Debit","Retail: Fuel stations",8814039.33,210825
"2020-01-29","Debit","Retail: Other goods",29965064.61,366560
"2020-01-29","Debit","Transport services",816732.2,48792
"2020-01-29","Mobile","Accommodation",13558.8,190
"2020-01-29","Mobile","Food and beverage services",125952.27,7323
"2020-01-29","Mobile","Other",459599.3,4425
"2020-01-29","Mobile","Professional services",102390.44,1235
"2020-01-29","Mobile","Retail: Food, beverage, tobacco",321682.33,12114
"2020-01-29","Mobile","Retail: Fuel stations",18496.84,783
"2020-01-29","Mobile","Retail: Other goods",1757986.99,7026
"2020-01-29","Mobile","Transport services",402989.97,22358
"2020-01-30","Credit","Accommodation",7592370.90000001,27806
"2020-01-30","Credit","Food and beverage services",6079503.36000001,143982
"2020-01-30","Credit","Other",11482209.79,48662
"2020-01-30","Credit","Professional services",4482869.08,30435
"2020-01-30","Credit","Retail: Food, beverage, tobacco",10923541.62,310356
"2020-01-30","Credit","Retail: Fuel stations",3250333.76999999,65820
"2020-01-30","Credit","Retail: Other goods",23327374.3799998,152320
"2020-01-30","Credit","Transport services",4848920.8,195158
"2020-01-30","Debit","Accommodation",1565375.9,14948
"2020-01-30","Debit","Food and beverage services",6481514.45,237995
"2020-01-30","Debit","Other",6812327.07,48975
"2020-01-30","Debit","Professional services",2006518.65,18227
"2020-01-30","Debit","Retail: Food, beverage, tobacco",33532372.48,1039886
"2020-01-30","Debit","Retail: Fuel stations",9096987.3,219249
"2020-01-30","Debit","Retail: Other goods",29886676.28,359318
"2020-01-30","Debit","Transport services",1527829.06,57902
"2020-01-30","Mobile","Accommodation",12351.3,204
"2020-01-30","Mobile","Food and beverage services",124555.66,7319
"2020-01-30","Mobile","Other",399167.74,4100
"2020-01-30","Mobile","Professional services",79806.54,1097
"2020-01-30","Mobile","Retail: Food, beverage, tobacco",297607.49,12023
"2020-01-30","Mobile","Retail: Fuel stations",17791.56,815
"2020-01-30","Mobile","Retail: Other goods",1632922.86,6092
"2020-01-30","Mobile","Transport services",429785.99,23880
"2020-01-31","Credit","Accommodation",9112839.24999999,30924
"2020-01-31","Credit","Food and beverage services",7439520.26000002,154287
"2020-01-31","Credit","Other",11467631.11,50361
"2020-01-31","Credit","Professional services",4665076.07999999,30094
"2020-01-31","Credit","Retail: Food, beverage, tobacco",14720580.07,353870
"2020-01-31","Credit","Retail: Fuel stations",3917527.58,77912
"2020-01-31","Credit","Retail: Other goods",24294679.8499998,159648
"2020-01-31","Credit","Transport services",4882378.76999999,209688
"2020-01-31","Debit","Accommodation",2482333.34,19309
"2020-01-31","Debit","Food and beverage services",8828614.65,271082
"2020-01-31","Debit","Other",8099694.99,59555
"2020-01-31","Debit","Professional services",2271707.86,20389
"2020-01-31","Debit","Retail: Food, beverage, tobacco",46343894.83,1194087
"2020-01-31","Debit","Retail: Fuel stations",10802439.26,252874
"2020-01-31","Debit","Retail: Other goods",34697687.64,413587
"2020-01-31","Debit","Transport services",1581881.59,61691
"2020-01-31","Mobile","Accommodation",15398.5,194
"2020-01-31","Mobile","Food and beverage services",152258.26,7234
"2020-01-31","Mobile","Other",416268,4645
"2020-01-31","Mobile","Professional services",74492.84,1070
"2020-01-31","Mobile","Retail: Food, beverage, tobacco",390535.43,12946
"2020-01-31","Mobile","Retail: Fuel stations",22910.11,894
"2020-01-31","Mobile","Retail: Other goods",1283096.65,5904
"2020-01-31","Mobile","Transport services",455169.35,27742
"2020-02-01","Credit","Accommodation",8180881.86000002,29687
"2020-02-01","Credit","Food and beverage services",7462516.16000001,119387
"2020-02-01","Credit","Other",7710425.54,50554
"2020-02-01","Credit","Professional services",2992541.83999999,26696
"2020-02-01","Credit","Retail: Food, beverage, tobacco",18952007.3999999,373267
"2020-02-01","Credit","Retail: Fuel stations",3560094.30999999,70456
"2020-02-01","Credit","Retail: Other goods",32808012.3599999,212387
"2020-02-01","Credit","Transport services",4916138.32999999,191523
"2020-02-01","Debit","Accommodation",3087537.34,22680
"2020-02-01","Debit","Food and beverage services",9085780.01000001,201895
"2020-02-01","Debit","Other",6210159.94,64407
"2020-02-01","Debit","Professional services",1600747.71,17497
"2020-02-01","Debit","Retail: Food, beverage, tobacco",62121382.7000001,1240817
"2020-02-01","Debit","Retail: Fuel stations",10483641.29,234244
"2020-02-01","Debit","Retail: Other goods",51782160.4900001,575535
"2020-02-01","Debit","Transport services",2616840.72,72428
"2020-02-01","Mobile","Accommodation",20998.55,181
"2020-02-01","Mobile","Food and beverage services",99316.5,2963
"2020-02-01","Mobile","Other",460897.86,5095
"2020-02-01","Mobile","Professional services",60980.57,768
"2020-02-01","Mobile","Retail: Food, beverage, tobacco",542077.7,11850
"2020-02-01","Mobile","Retail: Fuel stations",21537.97,739
"2020-02-01","Mobile","Retail: Other goods",1231287.58,6287
"2020-02-01","Mobile","Transport services",406536.43,26703
"2020-02-02","Credit","Accommodation",7903194.55,25323
"2020-02-02","Credit","Food and beverage services",4324370.62,79328
"2020-02-02","Credit","Other",6395729.98000001,40317
