"Indizes / Veränderungen","Nominal / Real","Branche / Warengruppe","Monat","Unbereinigt","Kalenderbereinigt","Saisonbereinigt","Trend"
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M06",80.7,80.8,85.5,87.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M07",84.6,84.3,87.3,87.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M08",81.1,80.0,87.6,87.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M09",82.9,84.4,87.1,87.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M10",89.7,88.7,87.3,87.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M11",94.3,93.0,87.1,87.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2002M12",107.0,109.6,87.7,87.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M01",86.1,85.4,88.0,87.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M02",78.9,79.5,87.3,87.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M03",83.7,84.8,87.4,87.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M04",87.1,86.2,87.7,87.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M05",92.6,90.4,87.5,87.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M06",79.3,81.3,85.8,87.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M07",86.0,85.0,87.7,87.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M08",77.6,78.1,85.1,88.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M09",85.8,85.7,88.9,88.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M10",91.6,90.3,89.0,88.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M11",90.8,91.4,85.9,88.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2003M12",110.1,110.6,89.0,88.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M01",89.1,88.1,90.4,88.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M02",81.6,80.5,88.6,88.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M03",85.7,85.6,88.1,88.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M04",88.7,87.5,88.6,88.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M05",89.7,91.4,88.8,88.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M06",85.0,84.0,88.3,88.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M07",86.9,85.3,87.6,87.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M08",80.8,80.8,87.3,87.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M09",85.2,84.3,87.9,87.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M10",88.4,88.6,87.5,88.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M11",93.8,93.7,88.4,88.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2004M12",110.7,108.1,87.4,88.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M01",86.1,86.7,88.8,88.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M02",80.8,81.3,89.6,89.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M03",88.1,87.8,90.2,89.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M04",90.8,88.9,89.8,89.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M05",89.1,90.5,88.2,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M06",87.4,86.0,90.2,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M07",87.6,87.9,89.8,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M08",84.1,83.5,89.6,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M09",86.0,85.1,89.0,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M10",90.4,91.3,90.4,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M11",95.4,94.7,89.7,89.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2005M12",113.7,109.5,88.8,89.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M01",88.5,88.3,90.4,89.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M02",80.9,81.5,90.0,90.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M03",88.4,87.4,89.7,90.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M04",89.8,90.2,91.1,90.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M05",94.0,92.9,90.5,90.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M06",87.9,87.6,91.6,91.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M07",89.2,90.2,91.6,91.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M08",87.9,87.0,92.9,91.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M09",88.0,86.8,91.0,91.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M10",90.5,92.0,91.1,92.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M11",98.1,97.1,92.4,92.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M12",114.2,114.3,92.7,92.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M01",91.8,91.2,93.6,92.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M02",83.2,83.8,92.7,93.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M03",93.5,91.7,94.0,93.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M04",92.0,93.6,94.9,93.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M05",96.0,95.5,93.1,94.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M06",91.4,89.6,93.6,94.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M07",92.0,93.5,94.5,94.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M08",91.1,90.1,95.9,95.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M09",90.3,90.9,95.4,95.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M10",96.6,96.2,95.2,95.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M11",101.7,100.6,96.2,95.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M12",116.8,118.5,95.9,96.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M01",94.4,93.7,96.5,96.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M02",91.1,88.0,97.5,97.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M03",93.1,94.7,96.8,97.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M04",95.7,94.4,96.0,97.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M05",105.0,103.1,100.3,98.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M06",93.6,94.6,98.7,98.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M07",99.5,98.4,98.9,98.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M08",92.4,93.0,99.0,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M09",97.9,97.8,102.6,98.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M10",100.8,99.3,98.1,98.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M11",101.1,101.8,97.7,98.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M12",121.9,122.5,99.0,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M01",96.1,95.1,98.4,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M02",88.2,88.8,98.8,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M03",94.4,96.2,98.1,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M04",97.1,95.8,98.0,98.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M05",103.4,103.1,100.1,98.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M06",94.2,94.9,98.7,99.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M07",100.4,99.0,99.0,99.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M08",91.1,92.7,98.9,99.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M09",95.8,95.1,99.6,99.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M10",104.5,102.6,101.1,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M11",100.9,102.7,98.7,100.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M12",125.8,125.8,101.7,100.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M01",95.4,96.5,100.3,100.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M02",90.0,90.6,101.2,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M03",101.8,99.8,101.5,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M04",97.7,98.1,100.8,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M05",101.6,103.6,100.3,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M06",97.6,96.3,99.7,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M07",103.1,101.3,101.1,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M08",94.0,94.0,100.5,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M09",98.2,97.2,101.8,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M10",102.4,102.7,101.1,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M11",105.4,105.3,101.2,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M12",127.6,124.6,100.7,100.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M01",94.2,94.9,99.0,100.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M02",89.0,89.6,100.6,100.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M03",99.8,99.0,100.4,100.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M04",101.7,100.0,103.0,99.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M05",103.3,101.4,98.0,99.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M06",95.3,97.1,99.8,99.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M07",100.2,100.5,100.2,99.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M08",90.8,90.2,96.5,98.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M09",94.2,93.2,97.7,98.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M10",99.0,100.1,98.7,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M11",103.2,102.5,98.2,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M12",124.9,120.3,97.3,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M01",95.4,95.1,99.6,98.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M02",90.3,87.3,98.5,99.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M03",102.7,100.8,101.9,99.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M04",94.6,96.3,99.1,99.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M05",104.5,104.0,100.6,99.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M06",100.1,98.1,100.2,99.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M07",99.1,100.7,100.5,100.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M08",94.3,93.3,99.7,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M09",95.0,95.6,100.3,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M10",101.8,101.4,100.2,100.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M11",105.2,104.0,99.3,100.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M12",121.5,123.2,99.7,100.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M01",96.3,95.5,100.2,100.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M02",87.8,88.3,100.2,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M03",99.1,98.8,99.7,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M04",96.9,97.4,100.3,100.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M05",104.8,104.1,100.8,100.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M06",98.7,98.8,100.2,100.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M07",100.8,100.4,100.4,100.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M08",96.1,94.8,101.3,100.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M09",94.1,95.7,100.5,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M10",102.1,101.0,100.1,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M11",108.8,107.3,102.2,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M12",122.1,125.1,101.1,101.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M01",95.7,94.9,99.7,101.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M02",88.0,88.6,100.9,101.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M03",99.5,100.8,101.8,101.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M04",99.0,98.0,100.9,101.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M05",106.1,103.6,100.5,101.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M06",98.4,100.9,101.8,101.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M07",100.3,99.2,99.5,100.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M08",95.2,95.9,102.3,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M09",96.0,96.0,100.9,100.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M10",102.4,101.0,100.2,100.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M11",105.1,105.8,100.5,100.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M12",126.3,126.9,102.4,100.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M01",96.4,95.3,100.4,100.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M02",86.5,87.0,99.3,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M03",98.7,99.1,99.9,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M04",97.3,97.4,100.1,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M05",101.5,102.6,99.9,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M06",100.9,100.3,100.9,100.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M07",101.2,99.7,100.4,100.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M08",92.2,93.8,100.1,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M09",95.9,95.3,100.3,100.0
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M10",102.5,100.7,99.9,99.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M11",102.4,104.2,98.5,99.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M12",124.6,124.6,100.4,99.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M01",93.1,94.2,99.4,99.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M02",88.9,86.5,98.8,98.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M03",97.8,97.5,98.2,98.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M04",98.1,96.0,98.5,98.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M05",99.3,100.9,98.6,98.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M06",98.4,96.8,97.1,98.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M07",96.9,97.2,97.9,98.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M08",92.8,92.2,98.4,98.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M09",94.5,93.4,98.5,98.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M10",99.3,100.3,99.6,98.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M11",105.6,104.9,98.7,98.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M12",123.7,119.1,96.0,99.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M01",94.1,93.8,99.3,99.2
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M02",86.9,87.5,99.9,99.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M03",102.0,100.8,101.4,99.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M04",95.0,95.4,97.8,99.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M05",102.9,101.6,99.6,99.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M06",99.6,99.3,99.4,99.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M07",97.4,98.4,99.2,99.4
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M08",93.0,92.1,98.4,99.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M09",97.3,96.0,101.3,99.6
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M10",98.1,99.8,98.9,99.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M11",108.5,107.3,100.7,99.9
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M12",124.0,124.2,100.3,100.1
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M01",95.2,94.6,100.4,100.3
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M02",87.3,87.9,100.3,100.5
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M03",103.2,100.7,101.2,100.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M04",96.0,98.3,100.8,100.7
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M05",102.8,102.4,100.5,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M06",103.4,101.3,101.3,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M07",98.2,99.8,100.5,100.8
"Indizes","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M08",95.6,94.5,100.9,100.8
